"Lake","FENZID","TLIYear","TLI","MixingPattern","GeomorphicType"
"lake ellesmere at kaituna lagoon",48177,2010,6.2,"Brackish","Shoreline"
"lake ellesmere at kaituna lagoon",48177,2011,5.6,"Brackish","Shoreline"
"lake ellesmere at kaituna lagoon",48177,2012,6,"Brackish","Shoreline"
"lake ellesmere at kaituna lagoon",48177,2013,5.3,"Brackish","Shoreline"
"lake ellesmere at kaituna lagoon",48177,2014,6.7,"Brackish","Shoreline"
"lake ellesmere at kaituna lagoon",48177,2015,6.4,"Brackish","Shoreline"
"lake ellesmere at kaituna lagoon",48177,2016,6.4,"Brackish","Shoreline"
"lake ellesmere at kaituna lagoon",48177,2017,6,"Brackish","Shoreline"
"lake ellesmere at kaituna lagoon",48177,2018,6.1,"Brackish","Shoreline"
"lake ellesmere at kaituna lagoon",48177,2019,6.4,"Brackish","Shoreline"
"waituna lagoon at lagoon centre",54742,2006,4.7,"Icoll","Shoreline"
"waituna lagoon at lagoon centre",54742,2007,5.2,"Icoll","Shoreline"
"waituna lagoon at lagoon centre",54742,2008,4.6,"Icoll","Shoreline"
"waituna lagoon at lagoon centre",54742,2009,5.2,"Icoll","Shoreline"
"waituna lagoon at lagoon centre",54742,2010,4.8,"Icoll","Shoreline"
"waituna lagoon at lagoon centre",54742,2011,4.7,"Icoll","Shoreline"
"waituna lagoon at lagoon centre",54742,2012,4.7,"Icoll","Shoreline"
"waituna lagoon at lagoon centre",54742,2013,4.4,"Icoll","Shoreline"
"waituna lagoon at lagoon centre",54742,2014,4.6,"Icoll","Shoreline"
"waituna lagoon at lagoon centre",54742,2015,4.9,"Icoll","Shoreline"
"waituna lagoon at lagoon centre",54742,2016,4.2,"Icoll","Shoreline"
"waituna lagoon at lagoon centre",54742,2017,4.4,"Icoll","Shoreline"
"waituna lagoon at lagoon centre",54742,2018,5.1,"Icoll","Shoreline"
"waituna lagoon at lagoon centre",54742,2019,4.3,"Icoll","Shoreline"
"waituna lagoon at lagoon east",54742,2006,4.8,"Icoll","Shoreline"
"waituna lagoon at lagoon east",54742,2007,5,"Icoll","Shoreline"
"waituna lagoon at lagoon east",54742,2008,4.3,"Icoll","Shoreline"
"waituna lagoon at lagoon east",54742,2009,4.9,"Icoll","Shoreline"
"waituna lagoon at lagoon east",54742,2010,4.7,"Icoll","Shoreline"
"waituna lagoon at lagoon east",54742,2011,4.6,"Icoll","Shoreline"
"waituna lagoon at lagoon east",54742,2012,4.4,"Icoll","Shoreline"
"waituna lagoon at lagoon east",54742,2013,4.7,"Icoll","Shoreline"
"waituna lagoon at lagoon east",54742,2014,4.5,"Icoll","Shoreline"
"waituna lagoon at lagoon east",54742,2015,4.8,"Icoll","Shoreline"
"waituna lagoon at lagoon east",54742,2016,4,"Icoll","Shoreline"
"waituna lagoon at lagoon east",54742,2017,4.2,"Icoll","Shoreline"
"waituna lagoon at lagoon east",54742,2018,5,"Icoll","Shoreline"
"waituna lagoon at lagoon east",54742,2019,4.2,"Icoll","Shoreline"
"waituna lagoon at lagoon south",54742,2006,4.9,"Icoll","Shoreline"
"waituna lagoon at lagoon south",54742,2007,5.3,"Icoll","Shoreline"
"waituna lagoon at lagoon south",54742,2008,4.5,"Icoll","Shoreline"
"waituna lagoon at lagoon south",54742,2009,5,"Icoll","Shoreline"
"waituna lagoon at lagoon south",54742,2010,4.7,"Icoll","Shoreline"
"waituna lagoon at lagoon south",54742,2011,4.6,"Icoll","Shoreline"
"waituna lagoon at lagoon south",54742,2012,4.4,"Icoll","Shoreline"
"waituna lagoon at lagoon south",54742,2013,4.3,"Icoll","Shoreline"
"waituna lagoon at lagoon south",54742,2014,4.5,"Icoll","Shoreline"
"waituna lagoon at lagoon south",54742,2015,4.9,"Icoll","Shoreline"
"waituna lagoon at lagoon south",54742,2016,4.1,"Icoll","Shoreline"
"waituna lagoon at lagoon south",54742,2017,4.4,"Icoll","Shoreline"
"waituna lagoon at lagoon south",54742,2018,4.9,"Icoll","Shoreline"
"waituna lagoon at lagoon south",54742,2019,4.3,"Icoll","Shoreline"
"waituna lagoon at lagoon west",54742,2006,5,"Icoll","Shoreline"
"waituna lagoon at lagoon west",54742,2007,5.5,"Icoll","Shoreline"
"waituna lagoon at lagoon west",54742,2008,4.5,"Icoll","Shoreline"
"waituna lagoon at lagoon west",54742,2009,5.6,"Icoll","Shoreline"
"waituna lagoon at lagoon west",54742,2010,4.9,"Icoll","Shoreline"
"waituna lagoon at lagoon west",54742,2011,4.8,"Icoll","Shoreline"
"waituna lagoon at lagoon west",54742,2012,4.7,"Icoll","Shoreline"
"waituna lagoon at lagoon west",54742,2013,4.5,"Icoll","Shoreline"
"waituna lagoon at lagoon west",54742,2014,4.9,"Icoll","Shoreline"
"waituna lagoon at lagoon west",54742,2015,4.9,"Icoll","Shoreline"
"waituna lagoon at lagoon west",54742,2016,4.5,"Icoll","Shoreline"
"waituna lagoon at lagoon west",54742,2017,4.5,"Icoll","Shoreline"
"waituna lagoon at lagoon west",54742,2018,5.3,"Icoll","Shoreline"
"waituna lagoon at lagoon west",54742,2019,4.7,"Icoll","Shoreline"
"lake george ne",28543,2012,5.8,"Polymictic","Unknown"
"lake george ne",28543,2013,4,"Polymictic","Unknown"
"lake george ne",28543,2015,4.8,"Polymictic","Unknown"
"lake george ne",28543,2016,4.2,"Polymictic","Unknown"
"lake george ne",28543,2017,4.2,"Polymictic","Unknown"
"lake george ne",28543,2018,5.4,"Polymictic","Unknown"
"lake george ne",28543,2019,5.2,"Polymictic","Unknown"
"lake hakanoa at centre (surface)",49200,2004,6.5,"Polymictic","Riverine"
"lake hakanoa at centre (surface)",49200,2005,6.8,"Polymictic","Riverine"
"lake hakanoa at centre (surface)",49200,2006,6.2,"Polymictic","Riverine"
"lake hakanoa at centre (surface)",49200,2007,6,"Polymictic","Riverine"
"lake hakanoa at centre (surface)",49200,2008,5.8,"Polymictic","Riverine"
"lake hakanoa at centre (surface)",49200,2009,5.7,"Polymictic","Riverine"
"lake hakanoa at centre (surface)",49200,2010,5.9,"Polymictic","Riverine"
"lake hakanoa at centre (surface)",49200,2011,6.4,"Polymictic","Riverine"
"lake hakanoa at centre (surface)",49200,2012,5.9,"Polymictic","Riverine"
"lake hakanoa at centre (surface)",49200,2013,6.2,"Polymictic","Riverine"
"lake hakanoa at centre (surface)",49200,2014,6.3,"Polymictic","Riverine"
"lake hakanoa at centre (surface)",49200,2015,6.4,"Polymictic","Riverine"
"lake hakanoa at centre (surface)",49200,2016,6.8,"Polymictic","Riverine"
"lake hakanoa at centre (surface)",49200,2017,6.5,"Polymictic","Riverine"
"lake hakanoa at centre (surface)",49200,2018,6.7,"Polymictic","Riverine"
"lake hakanoa at centre (surface)",49200,2019,6.6,"Polymictic","Riverine"
"lake maratoto at centre (surface)",14422,2004,5.3,"Stratified","Peat"
"lake maratoto at centre (surface)",14422,2005,5.2,"Stratified","Peat"
"lake maratoto at centre (surface)",14422,2006,5.6,"Stratified","Peat"
"lake maratoto at centre (surface)",14422,2007,5.5,"Stratified","Peat"
"lake maratoto at centre (surface)",14422,2008,5.4,"Stratified","Peat"
"lake maratoto at centre (surface)",14422,2009,5.2,"Stratified","Peat"
"lake maratoto at centre (surface)",14422,2010,5.1,"Stratified","Peat"
"lake maratoto at centre (surface)",14422,2011,4.9,"Stratified","Peat"
"lake maratoto at centre (surface)",14422,2012,5.1,"Stratified","Peat"
"lake maratoto at centre (surface)",14422,2013,5.3,"Stratified","Peat"
"lake maratoto at centre (surface)",14422,2014,5.6,"Stratified","Peat"
"lake maratoto at centre (surface)",14422,2015,5.4,"Stratified","Peat"
"lake maratoto at centre (surface)",14422,2016,5.2,"Stratified","Peat"
"lake maratoto at centre (surface)",14422,2017,5.3,"Stratified","Peat"
"lake maratoto at centre (surface)",14422,2018,5.8,"Stratified","Peat"
"lake maratoto at centre (surface)",14422,2019,5.5,"Stratified","Peat"
"lake harihari at harihari a (surface)",12830,2006,3.5,"Stratified","Aeolian"
"lake harihari at harihari a (surface)",12830,2007,3.5,"Stratified","Aeolian"
"lake harihari at harihari a (surface)",12830,2008,3.7,"Stratified","Aeolian"
"lake harihari at harihari a (surface)",12830,2009,3.7,"Stratified","Aeolian"
"lake harihari at harihari a (surface)",12830,2010,3.9,"Stratified","Aeolian"
"lake harihari at harihari a (surface)",12830,2011,3.8,"Stratified","Aeolian"
"lake harihari at harihari a (surface)",12830,2012,3.7,"Stratified","Aeolian"
"lake harihari at harihari a (surface)",12830,2013,3.3,"Stratified","Aeolian"
"lake harihari at harihari a (surface)",12830,2014,3.3,"Stratified","Aeolian"
"lake harihari at harihari a (surface)",12830,2015,4.2,"Stratified","Aeolian"
"lake harihari at harihari a (surface)",12830,2016,3.9,"Stratified","Aeolian"
"lake harihari at harihari a (surface)",12830,2017,4,"Stratified","Aeolian"
"lake harihari at harihari a (surface)",12830,2018,3.7,"Stratified","Aeolian"
"lake harihari at harihari a (surface)",12830,2019,3.6,"Stratified","Aeolian"
"lake rotomanuka at lake centre (surface)",14428,2004,4.7,"Stratified","Peat"
"lake rotomanuka at lake centre (surface)",14428,2005,4.6,"Stratified","Peat"
"lake rotomanuka at lake centre (surface)",14428,2006,4.5,"Stratified","Peat"
"lake rotomanuka at lake centre (surface)",14428,2007,4.7,"Stratified","Peat"
"lake rotomanuka at lake centre (surface)",14428,2008,4.8,"Stratified","Peat"
"lake rotomanuka at lake centre (surface)",14428,2009,4.6,"Stratified","Peat"
"lake rotomanuka at lake centre (surface)",14428,2010,4.9,"Stratified","Peat"
"lake rotomanuka at lake centre (surface)",14428,2011,4.7,"Stratified","Peat"
"lake rotomanuka at lake centre (surface)",14428,2012,4.8,"Stratified","Peat"
"lake rotomanuka at lake centre (surface)",14428,2013,4.8,"Stratified","Peat"
"lake rotomanuka at lake centre (surface)",14428,2014,4.6,"Stratified","Peat"
"lake rotomanuka at lake centre (surface)",14428,2015,4.6,"Stratified","Peat"
"lake rotomanuka at lake centre (surface)",14428,2016,4.9,"Stratified","Peat"
"lake rotomanuka at lake centre (surface)",14428,2017,5,"Stratified","Peat"
"lake rotomanuka at lake centre (surface)",14428,2018,5,"Stratified","Peat"
"lake rotomanuka at lake centre (surface)",14428,2019,4.8,"Stratified","Peat"
"lake waahi at centre (surface)",41314,2004,5.5,"Polymictic","Riverine"
"lake waahi at centre (surface)",41314,2005,6.7,"Polymictic","Riverine"
"lake waahi at centre (surface)",41314,2006,5.9,"Polymictic","Riverine"
"lake waahi at centre (surface)",41314,2007,6.1,"Polymictic","Riverine"
"lake waahi at centre (surface)",41314,2008,6.1,"Polymictic","Riverine"
"lake waahi at centre (surface)",41314,2009,5.7,"Polymictic","Riverine"
"lake waahi at centre (surface)",41314,2010,5.5,"Polymictic","Riverine"
"lake waahi at centre (surface)",41314,2011,6,"Polymictic","Riverine"
"lake waahi at centre (surface)",41314,2012,5.7,"Polymictic","Riverine"
"lake waahi at centre (surface)",41314,2013,6,"Polymictic","Riverine"
"lake waahi at centre (surface)",41314,2014,6.4,"Polymictic","Riverine"
"lake waahi at centre (surface)",41314,2015,5.8,"Polymictic","Riverine"
"lake waahi at centre (surface)",41314,2016,5.1,"Polymictic","Riverine"
"lake waahi at centre (surface)",41314,2017,5.4,"Polymictic","Riverine"
"lake waahi at centre (surface)",41314,2018,6.1,"Polymictic","Riverine"
"lake waahi at centre (surface)",41314,2019,5.9,"Polymictic","Riverine"
"lake whangape at centre - buoy (surface)",49180,2004,6.3,"Polymictic","Riverine"
"lake whangape at centre - buoy (surface)",49180,2005,7.4,"Polymictic","Riverine"
"lake whangape at centre - buoy (surface)",49180,2006,6.8,"Polymictic","Riverine"
"lake whangape at centre - buoy (surface)",49180,2007,6.7,"Polymictic","Riverine"
"lake whangape at centre - buoy (surface)",49180,2008,7.2,"Polymictic","Riverine"
"lake whangape at centre - buoy (surface)",49180,2009,6.5,"Polymictic","Riverine"
"lake whangape at centre - buoy (surface)",49180,2010,7,"Polymictic","Riverine"
"lake whangape at centre - buoy (surface)",49180,2011,6.7,"Polymictic","Riverine"
"lake whangape at centre - buoy (surface)",49180,2012,6.4,"Polymictic","Riverine"
"lake whangape at centre - buoy (surface)",49180,2013,6.9,"Polymictic","Riverine"
"lake whangape at centre - buoy (surface)",49180,2014,6.5,"Polymictic","Riverine"
"lake whangape at centre - buoy (surface)",49180,2015,6.7,"Polymictic","Riverine"
"lake whangape at centre - buoy (surface)",49180,2016,6.6,"Polymictic","Riverine"
"lake whangape at centre - buoy (surface)",49180,2017,6.5,"Polymictic","Riverine"
"lake whangape at centre - buoy (surface)",49180,2018,6.3,"Polymictic","Riverine"
"lake whangape at centre - buoy (surface)",49180,2019,6.9,"Polymictic","Riverine"
"lake serpentine at north (surface)",14426,2004,5.2,"Stratified","Peat"
"lake serpentine at north (surface)",14426,2005,5,"Stratified","Peat"
"lake serpentine at north (surface)",14426,2006,4.9,"Stratified","Peat"
"lake serpentine at north (surface)",14426,2007,4.7,"Stratified","Peat"
"lake serpentine at north (surface)",14426,2008,5.1,"Stratified","Peat"
"lake serpentine at north (surface)",14426,2009,4.9,"Stratified","Peat"
"lake serpentine at north (surface)",14426,2010,5.1,"Stratified","Peat"
"lake serpentine at north (surface)",14426,2011,5.1,"Stratified","Peat"
"lake serpentine at north (surface)",14426,2012,5,"Stratified","Peat"
"lake serpentine at north (surface)",14426,2013,5.1,"Stratified","Peat"
"lake serpentine at north (surface)",14426,2014,4.9,"Stratified","Peat"
"lake serpentine at north (surface)",14426,2015,4.9,"Stratified","Peat"
"lake serpentine at north (surface)",14426,2016,5.5,"Stratified","Peat"
"lake serpentine at north (surface)",14426,2017,5.5,"Stratified","Peat"
"lake serpentine at north (surface)",14426,2018,5.1,"Stratified","Peat"
"lake serpentine at north (surface)",14426,2019,4.7,"Stratified","Peat"
"lake serpentine at south (surface)",14425,2007,4.6,"Stratified","Peat"
"lake serpentine at south (surface)",14425,2008,5.5,"Stratified","Peat"
"lake serpentine at south (surface)",14425,2009,5.1,"Stratified","Peat"
"lake serpentine at south (surface)",14425,2010,5.4,"Stratified","Peat"
"lake serpentine at south (surface)",14425,2011,5,"Stratified","Peat"
"lake serpentine at south (surface)",14425,2012,5.1,"Stratified","Peat"
"lake serpentine at south (surface)",14425,2013,4.7,"Stratified","Peat"
"lake serpentine at south (surface)",14425,2014,4.9,"Stratified","Peat"
"lake serpentine at south (surface)",14425,2015,5.1,"Stratified","Peat"
"lake serpentine at south (surface)",14425,2016,5,"Stratified","Peat"
"lake serpentine at south (surface)",14425,2017,5.1,"Stratified","Peat"
"lake serpentine at south (surface)",14425,2018,5.1,"Stratified","Peat"
"lake serpentine at south (surface)",14425,2019,5,"Stratified","Peat"
"lake waikare at epilimnion",50782,2004,7.3,"Polymictic","Riverine"
"lake waikare at epilimnion",50782,2005,7.2,"Polymictic","Riverine"
"lake waikare at epilimnion",50782,2006,6.5,"Polymictic","Riverine"
"lake waikare at epilimnion",50782,2007,6.8,"Polymictic","Riverine"
"lake waikare at epilimnion",50782,2008,7.4,"Polymictic","Riverine"
"lake waikare at epilimnion",50782,2009,6.9,"Polymictic","Riverine"
"lake waikare at epilimnion",50782,2010,6.8,"Polymictic","Riverine"
"lake waikare at epilimnion",50782,2011,6.9,"Polymictic","Riverine"
"lake waikare at epilimnion",50782,2012,6.6,"Polymictic","Riverine"
"lake waikare at epilimnion",50782,2013,6.7,"Polymictic","Riverine"
"lake waikare at epilimnion",50782,2014,7.2,"Polymictic","Riverine"
"lake waikare at epilimnion",50782,2015,7.1,"Polymictic","Riverine"
"lake waikare at epilimnion",50782,2016,6.7,"Polymictic","Riverine"
"lake waikare at epilimnion",50782,2017,6.7,"Polymictic","Riverine"
"lake waikare at epilimnion",50782,2018,6.6,"Polymictic","Riverine"
"lake waikare at epilimnion",50782,2019,7.3,"Polymictic","Riverine"
"lake onoke site 1",1,2009,5.2,"Icoll","Shoreline"
"lake onoke site 1",1,2010,5.3,"Icoll","Shoreline"
"lake onoke site 1",1,2011,4.9,"Icoll","Shoreline"
"lake onoke site 1",1,2012,5,"Icoll","Shoreline"
"lake onoke site 1",1,2013,5.1,"Icoll","Shoreline"
"lake onoke site 1",1,2014,4.8,"Icoll","Shoreline"
"lake onoke site 1",1,2015,4.8,"Icoll","Shoreline"
"lake onoke site 1",1,2016,4.7,"Icoll","Shoreline"
"lake onoke site 1",1,2017,5.2,"Icoll","Shoreline"
"lake onoke site 1",1,2018,5.1,"Icoll","Shoreline"
"lake onoke site 1",1,2019,4.6,"Icoll","Shoreline"
"lake wairarapa site 2",1708,2004,5.2,"Polymictic","Riverine"
"lake wairarapa site 2",1708,2005,5.5,"Polymictic","Riverine"
"lake wairarapa site 2",1708,2006,5.6,"Polymictic","Riverine"
"lake wairarapa site 2",1708,2007,5,"Polymictic","Riverine"
"lake wairarapa site 2",1708,2008,5.4,"Polymictic","Riverine"
"lake wairarapa site 2",1708,2009,5.9,"Polymictic","Riverine"
"lake wairarapa site 2",1708,2010,5.3,"Polymictic","Riverine"
"lake wairarapa site 2",1708,2011,5.4,"Polymictic","Riverine"
"lake wairarapa site 2",1708,2012,5.6,"Polymictic","Riverine"
"lake wairarapa site 2",1708,2013,5.3,"Polymictic","Riverine"
"lake wairarapa site 2",1708,2014,5.6,"Polymictic","Riverine"
"lake wairarapa site 2",1708,2015,5.3,"Polymictic","Riverine"
"lake wairarapa site 2",1708,2016,5.2,"Polymictic","Riverine"
"lake wairarapa site 2",1708,2017,5.6,"Polymictic","Riverine"
"lake wairarapa site 2",1708,2018,5.3,"Polymictic","Riverine"
"lake wairarapa site 2",1708,2019,5.1,"Polymictic","Riverine"
"lake wairarapa alsops bay",1708,2012,5.4,"Brackish","Riverine"
"lake wairarapa alsops bay",1708,2013,5.5,"Brackish","Riverine"
"lake wairarapa alsops bay",1708,2014,5.3,"Brackish","Riverine"
"lake wairarapa alsops bay",1708,2015,4.8,"Brackish","Riverine"
"lake wairarapa alsops bay",1708,2016,5.2,"Brackish","Riverine"
"lake wairarapa alsops bay",1708,2017,5.4,"Brackish","Riverine"
"lake wairarapa alsops bay",1708,2018,5.3,"Brackish","Riverine"
"lake wairarapa alsops bay",1708,2019,5.1,"Brackish","Riverine"
"lake wairarapa middle",1708,2014,5.7,"Polymictic","Riverine"
"lake wairarapa middle",1708,2015,5.3,"Polymictic","Riverine"
"lake wairarapa middle",1708,2016,5.1,"Polymictic","Riverine"
"lake wairarapa middle",1708,2017,5.7,"Polymictic","Riverine"
"lake wairarapa middle",1708,2018,5.2,"Polymictic","Riverine"
"lake wairarapa middle",1708,2019,5.1,"Polymictic","Riverine"
"5625",32478,2008,3.7,"Stratified","Landslide"
"5625",32478,2009,3.7,"Stratified","Landslide"
"5625",32478,2010,3.7,"Stratified","Landslide"
"5625",32478,2011,3.7,"Stratified","Landslide"
"5625",32478,2012,3.5,"Stratified","Landslide"
"5625",32478,2013,3.4,"Stratified","Landslide"
"5625",32478,2014,3.7,"Stratified","Landslide"
"5625",32478,2015,3.6,"Stratified","Landslide"
"5625",32478,2016,3.8,"Stratified","Landslide"
"5625",32478,2017,4.2,"Stratified","Landslide"
"5628",36980,2008,4.8,"Stratified","Landslide"
"5628",36980,2009,4.3,"Stratified","Landslide"
"5628",36980,2010,4.2,"Stratified","Landslide"
"5628",36980,2011,4.4,"Stratified","Landslide"
"5628",36980,2012,4.9,"Stratified","Landslide"
"5628",36980,2013,4.6,"Stratified","Landslide"
"5628",36980,2014,4.7,"Stratified","Landslide"
"5628",36980,2015,4.5,"Stratified","Landslide"
"5628",36980,2016,5.3,"Stratified","Landslide"
"5628",36980,2017,5.6,"Stratified","Landslide"
"5623",40396,2012,2.6,"Stratified","Landslide"
"5623",40396,2013,2.5,"Stratified","Landslide"
"5623",40396,2014,2.3,"Stratified","Landslide"
"5623",40396,2015,2.6,"Stratified","Landslide"
"5624",40050,2012,2.6,"Stratified","Landslide"
"5624",40050,2013,2.5,"Stratified","Landslide"
"5624",40050,2014,2.2,"Stratified","Landslide"
"5624",40050,2015,2.5,"Stratified","Landslide"
"5624",40050,2016,3.8,"Stratified","Landslide"
"5498",36096,2011,4.9,"Polymictic","Riverine"
"5498",36096,2012,5.1,"Polymictic","Riverine"
"5500",36215,2011,6.6,"Polymictic","Riverine"
"5500",36215,2012,6.3,"Polymictic","Riverine"
"5627",36981,2008,4.1,"Stratified","Landslide"
"5627",36981,2009,4,"Stratified","Landslide"
"5627",36981,2010,3.8,"Stratified","Landslide"
"5627",36981,2011,4.3,"Stratified","Landslide"
"5627",36981,2012,4.2,"Stratified","Landslide"
"5627",36981,2013,3.8,"Stratified","Landslide"
"5627",36981,2014,3.8,"Stratified","Landslide"
"5627",36981,2015,4.3,"Stratified","Landslide"
"5627",36981,2016,5,"Stratified","Landslide"
"5627",36981,2017,4.5,"Stratified","Landslide"
"lake westmere (composite)",18951,2016,5.6,"Polymictic","Aeolian"
"lake westmere (composite)",18951,2017,5.8,"Polymictic","Aeolian"
"lake westmere (composite)",18951,2018,5.7,"Polymictic","Aeolian"
"lake dudding (composite)",13447,2014,5.5,"Stratified","Aeolian"
"lake dudding (composite)",13447,2015,5.5,"Stratified","Aeolian"
"lake dudding (composite)",13447,2016,5.8,"Stratified","Aeolian"
"lake dudding (composite)",13447,2017,5.6,"Stratified","Aeolian"
"lake dudding (composite)",13447,2018,6,"Stratified","Aeolian"
"lake dudding (composite)",13447,2019,5.6,"Stratified","Aeolian"
"lake heaton (composite)",13446,2014,6.2,"Polymictic","Aeolian"
"lake heaton (composite)",13446,2015,7,"Polymictic","Aeolian"
"lake heaton (composite)",13446,2016,6.6,"Polymictic","Aeolian"
"lake heaton (composite)",13446,2017,7.2,"Polymictic","Aeolian"
"lake heaton (composite)",13446,2018,6.2,"Polymictic","Aeolian"
"lake horowhenua composite",4345,2013,5.7,"Polymictic","Aeolian"
"lake horowhenua composite",4345,2014,6.5,"Polymictic","Aeolian"
"lake horowhenua composite",4345,2015,6.7,"Polymictic","Aeolian"
"lake horowhenua composite",4345,2016,7.3,"Polymictic","Aeolian"
"lake horowhenua composite",4345,2017,6.6,"Polymictic","Aeolian"
"lake horowhenua composite",4345,2018,6.8,"Polymictic","Aeolian"
"lake horowhenua composite",4345,2019,6.8,"Polymictic","Aeolian"
"lake pauri composite",18933,2014,4.9,"Stratified","Aeolian"
"lake pauri composite",18933,2015,4.9,"Stratified","Aeolian"
"lake pauri composite",18933,2016,5.4,"Stratified","Aeolian"
"lake pauri composite",18933,2017,5.4,"Stratified","Aeolian"
"lake pauri composite",18933,2018,5.9,"Stratified","Aeolian"
"lake pauri composite",18933,2019,5.4,"Stratified","Aeolian"
"lake wiritoa composite",18934,2014,5.8,"Stratified","Aeolian"
"lake wiritoa composite",18934,2015,5,"Stratified","Aeolian"
"lake wiritoa composite",18934,2016,5.9,"Stratified","Aeolian"
"lake wiritoa composite",18934,2017,5.2,"Stratified","Aeolian"
"lake wiritoa composite",18934,2018,4.9,"Stratified","Aeolian"
"lake herbert (composite)",17363,2015,5.4,"Polymictic","Aeolian"
"lake herbert (composite)",17363,2016,5.4,"Polymictic","Aeolian"
"lake herbert (composite)",17363,2017,5.3,"Polymictic","Aeolian"
"lake herbert (composite)",17363,2018,5.4,"Polymictic","Aeolian"
"omanuka lagoon composite",5306,2014,5.5,"Polymictic","Aeolian"
"omanuka lagoon composite",5306,2015,7,"Polymictic","Aeolian"
"omanuka lagoon composite",5306,2016,6.4,"Polymictic","Aeolian"
"omanuka lagoon composite",5306,2017,6.5,"Polymictic","Aeolian"
"omanuka lagoon composite",5306,2018,6.9,"Polymictic","Aeolian"
"the reservoir west",43668,2013,4.8,"Polymictic","Unknown"
"the reservoir west",43668,2015,5,"Polymictic","Unknown"
"the reservoir west",43668,2016,4.7,"Polymictic","Unknown"
"the reservoir west",43668,2017,4.6,"Polymictic","Unknown"
"the reservoir west",43668,2018,4.7,"Polymictic","Unknown"
"the reservoir west",43668,2019,4.6,"Polymictic","Unknown"
"the reservoir centre",43668,2013,5,"Polymictic","Unknown"
"the reservoir centre",43668,2015,5,"Polymictic","Unknown"
"the reservoir centre",43668,2016,4.8,"Polymictic","Unknown"
"the reservoir centre",43668,2017,4.6,"Polymictic","Unknown"
"the reservoir centre",43668,2018,4.6,"Polymictic","Unknown"
"the reservoir centre",43668,2019,4.6,"Polymictic","Unknown"
"lake vincent north",43649,2013,4.4,"Polymictic","Unknown"
"lake vincent north",43649,2015,4.5,"Polymictic","Unknown"
"lake vincent north",43649,2016,4.4,"Polymictic","Unknown"
"lake vincent north",43649,2017,4.1,"Polymictic","Unknown"
"lake vincent north",43649,2018,4.1,"Polymictic","Unknown"
"lake vincent north",43649,2019,4.4,"Polymictic","Unknown"
"lake vincent centre",43649,2013,4.9,"Polymictic","Unknown"
"lake vincent centre",43649,2015,4.7,"Polymictic","Unknown"
"lake vincent centre",43649,2016,4.6,"Polymictic","Unknown"
"lake vincent centre",43649,2017,4.3,"Polymictic","Unknown"
"lake vincent centre",43649,2018,4.2,"Polymictic","Unknown"
"lake vincent centre",43649,2019,4.5,"Polymictic","Unknown"
"lake manapouri at stony point top",54735,2006,2.7,"Stratified","Glacial"
"lake manapouri at stony point top",54735,2007,2.5,"Stratified","Glacial"
"lake manapouri at stony point top",54735,2008,2.6,"Stratified","Glacial"
"lake manapouri at stony point top",54735,2009,2.7,"Stratified","Glacial"
"lake manapouri at stony point top",54735,2010,2.7,"Stratified","Glacial"
"lake manapouri at stony point top",54735,2011,2.6,"Stratified","Glacial"
"lake manapouri at stony point top",54735,2012,2.5,"Stratified","Glacial"
"lake manapouri at stony point top",54735,2013,2.2,"Stratified","Glacial"
"lake manapouri at stony point top",54735,2014,1.8,"Stratified","Glacial"
"lake manapouri at stony point top",54735,2015,2,"Stratified","Glacial"
"lake manapouri at stony point top",54735,2017,1.5,"Stratified","Glacial"
"lake manapouri at stony point top",54735,2018,1.6,"Stratified","Glacial"
"lake manapouri at stony point top",54735,2019,1.6,"Stratified","Glacial"
"lake manapouri at pomona island top",54735,2006,2.7,"Stratified","Glacial"
"lake manapouri at pomona island top",54735,2007,2.5,"Stratified","Glacial"
"lake manapouri at pomona island top",54735,2008,2.7,"Stratified","Glacial"
"lake manapouri at pomona island top",54735,2009,2.7,"Stratified","Glacial"
"lake manapouri at pomona island top",54735,2010,3,"Stratified","Glacial"
"lake manapouri at pomona island top",54735,2011,2.6,"Stratified","Glacial"
"lake manapouri at pomona island top",54735,2012,2.6,"Stratified","Glacial"
"lake manapouri at pomona island top",54735,2013,2.1,"Stratified","Glacial"
"lake manapouri at pomona island top",54735,2014,2.1,"Stratified","Glacial"
"lake manapouri at pomona island top",54735,2015,2.2,"Stratified","Glacial"
"lake manapouri at pomona island top",54735,2017,1.5,"Stratified","Glacial"
"lake manapouri at pomona island top",54735,2018,1.6,"Stratified","Glacial"
"lake manapouri at pomona island top",54735,2019,1.9,"Stratified","Glacial"
"lake george sw",28543,2012,5.8,"Polymictic","Unknown"
"lake george sw",28543,2013,4.3,"Polymictic","Unknown"
"lake george sw",28543,2015,4.8,"Polymictic","Unknown"
"lake george sw",28543,2017,4.4,"Polymictic","Unknown"
"lake george sw",28543,2018,5.2,"Polymictic","Unknown"
"lake george sw",28543,2019,5.5,"Polymictic","Unknown"
"lake alice (composite)",13456,2014,4.8,"Polymictic","Aeolian"
"lake alice (composite)",13456,2015,5.7,"Polymictic","Aeolian"
"lake alice (composite)",13456,2016,6.1,"Polymictic","Aeolian"
"lake alice (composite)",13456,2017,5.2,"Polymictic","Aeolian"
"lake alice (composite)",13456,2018,6.4,"Polymictic","Aeolian"
"lake te anau at south fiord top",52566,2006,3.2,"Stratified","Glacial"
"lake te anau at south fiord top",52566,2007,2.5,"Stratified","Glacial"
